Time t / s,Voltage U_B1 / V,Temperature &J_A11 / °C,Temperature &J_A12 / °C
56,4.98,21.2504612214783,26.2081413294179
56.1,4.98,21.4526652453384,26.1644222733442
56.2,4.98,21.2504612214783,26.2655242852742
56.3,4.98,21.2504612214783,26.2655242852742
56.4,4.98,21.4526652453384,26.3666262972042
56.5,4.98,21.3515632334083,26.3666262972042
56.599,4.985,21.3515632334083,26.3666262972042
56.699,4.975,21.2504612214783,26.3666262972042
56.799,4.975,21.3515632334083,26.4677283091343
56.9,4.975,21.2504612214783,26.3666262972042
57,4.975,21.3515632334083,26.5688303210643
57.099,4.975,21.3515632334083,26.5688303210643
57.2,4.98,21.4526652453384,26.3666262972042
57.3,4.98,21.3515632334083,26.5688303210643
57.4,4.975,21.3515632334083,26.5688303210643
57.5,4.98,21.3515632334083,26.5688303210643
57.6,4.975,21.3515632334083,26.5688303210643
57.7,4.98,21.3515632334083,26.6699323329944
57.8,4.985,21.2504612214783,26.6699323329944
57.901,4.98,21.3515632334083,26.7710343449244
58,4.98,21.3515632334083,26.6699323329944
